group,chem,dose,replicate,gene
Alkylating Agent,DES,(0.938,s2,GSK3B
ROS/NOS,Potassium,bromate,s4,GSK3B
Nitro-PAH,6-Nitrochrysene,(50,s1,GSK3B
PAH,5-Methylchrysene,(1.6,s2,GSK3B
PAH,5-Methylchrysene,(1.6,s1,GSK3B
Alkylating Agent,ENU,(400,s4,RP11-18H7.1
Metal,Sodium,(meta),s1,RP11-18H7.1
Other,AFB1,(0.25,s1,GPR156
ROS/NOS,Potassium,bromate,s4,GPR156
Nitro-PAH,6-Nitrochrysene,(50,s2,GPR156
PAH,BPDE,(0.125,s2,GPR156
PAH,DBC,(1.5,s1,GPR156
Other,Glycidamide,(475,s2,GPR156
ROS/NOS,Potassium,bromate,s3,GPR156
Aromatic Amine,4-ABP,(300,s2,GPR156
Other,Methyleugenol,(1.9,s3,LRRC58
Nitrosamine,N-Nitrosopyrrolidine,(50,s1,LRRC58
PAH,BaP,(0.39,s1,FSTL1
Control,DMSO,Control,s1,CNTN6
PAH,5-Methylchrysene,(1.6,s1,NDUFB4
Alkylating Agent,DMH,(11.6,s1,HGD
PAH,5-Methylchrysene,(1.6,s3,HGD
Alkylating Agent,DMH,(11.6,s3,HGD
Heterocyclic Amine,PhIP,(4,s5,HGD
Nitro-PAH,6-Nitrochrysene,(0.78,s2,HGD
Metal,Cadmium,chloride,s1,HGD
ROS/NOS,H2O2,(24.5,s2,HGD
PAH,BPDE,(0.125,s1,HGD
PAH,BPDE,(0.125,s3,HGD
Radiation,SSR,(1.25,s4,RABL3
Other,AAI,(1.25,s3,RABL3
Other,MX,(2.5,s1,RABL3
PAH,DBADE,(0.0313,s3,GTF2E1
Metal,Cobalt,(II),s5,GTF2E1
Other,Acrolein,(5,s2,STXBP5L
Other,MX,(7,s2,STXBP5L
Other,Acrylamide,(9.5,s1,STXBP5L
Alkylating Agent,ENU,(400,s4,STXBP5L
Aromatic Amine,2-Naphthylamine,(200,s3,STXBP5L
Nitro-PAH,"1,6-DNP",(0.09,s3,STXBP5L
Drug Therapy,Camptothecin,(0.0063,s1,STXBP5L
ROS/NOS,Potassium,bromate,s4,STXBP5L
Aldehydes,Formaldehyde,(85.5,s2,STXBP5L
Drug Therapy,Temozolomide,(200,s2,STXBP5L
Radiation,SSR,(1.25,s5,STXBP5L
Nitro-PAH,6-Nitrochrysene,(12.5,s2,STXBP5L
Other,Catechol,(5.5,s1,STXBP5L
Alkylating Agent,MNU,(350,s2,STXBP5L
Alkylating Agent,DMS,(0.078,s3,STXBP5L
PAH,DBA,(75,s1,STXBP5L
Nitro-PAH,6-Nitrochrysene,(50,s1,STXBP5L
Other,MX,(2.5,s1,STXBP5L
Nitro-PAH,6-Nitrochrysene,(0.78,s5,STXBP5L
Nitro-PAH,"1,8-DNP",(8,s2,STXBP5L
Alkylating Agent,MNNG,(0.75,s3,STXBP5L
Nitro-PAH,2-Nitrofluorene,(40,s2,STXBP5L
Aromatic Amine,MOCA,(5,s2,STXBP5L
Drug Therapy,Ellipticine,(0.375,s1,STXBP5L
PAH,DBADE,(0.109,s1,STXBP5L
ROS/NOS,Potassium,bromate,s4,STXBP5L
Other,MX,(7,s2,STXBP5L
Control,Media,Control,s2,STXBP5L
Alkylating Agent,ENU,(400,s1,STXBP5L
Aldehydes,Acetaldehyde,(0.9,s2,STXBP5L
PAH,DBA,(75,s2,STXBP5L
Nitro-PAH,6-Nitrochrysene,(50,s2,STXBP5L
Drug Therapy,Camptothecin,(0.0063,s1,STXBP5L
Other,Glycidamide,(475,s2,STXBP5L
Drug Therapy,Melphalan,(1.5,s1,STXBP5L
PAH,DBADE,(0.0313,s3,STXBP5L
Control,DMSO,Control,s2,STXBP5L
PAH,DBC,(1.5,s2,STXBP5L
Heterocyclic Amine,PhIP,(4,s3,STXBP5L
Alkylating Agent,MMS,(100,s1,STXBP5L
Alkylating Agent,DMH,(11.6,s1,STXBP5L
Alkylating Agent,DES,(0.938,s3,STXBP5L
Nitro-PAH,"1,8-DNP",(0.125,s1,STXBP5L
Heterocyclic Amine,PhIP,(3,s2,STXBP5L
Alkylating Agent,DMH,(11.6,s1,STXBP5L
PAH,DBP,(0.0039,s4,POLQ
Drug Therapy,Semustine,(700,s2,POLQ
Heterocyclic Amine,PhIP,(4,s4,POLQ
Nitro-PAH,"1,8-DNP",(8,s2,POLQ
PAH,DBA,(75,s2,POLQ
PAH,5-Methylchrysene,(1.6,s3,ARGFX
PAH,DBADE,(0.0313,s3,ARGFX
Drug Therapy,Semustine,(700,s3,FBXO40
PAH,DBADE,(0.109,s6,FBXO40
Nitro-PAH,"1,8-DNP",(8,s1,FBXO40
Aromatic Amine,2-Naphthylamine,(400,s2,FBXO40
Other,AAI,(1.25,s3,FBXO40
PAH,DBA,(75,s2,FBXO40
ROS/NOS,Potassium,bromate,s5,HCLS1
PAH,DBADE,(0.0313,s2,HCLS1
ROS/NOS,Potassium,bromate,s1,HCLS1
Heterocyclic Amine,PhIP,(4,s3,GOLGB1
PAH,DBADE,(0.109,s6,GOLGB1
Nitro-PAH,6-Nitrochrysene,(0.78,s2,IQCB1
Nitro-PAH,6-Nitrochrysene,(0.78,s5,IQCB1
Heterocyclic Amine,PhIP,(4,s5,IQCB1
Control,H2O,Control,s2,IQCB1
DNA Damage Response Inhibitors,AZ20,(0.9375,s1,EAF2
PAH,DBPDE,(0.000625,s1,EAF2
Drug Therapy,Ellipticine,(0.375,s1,EAF2
Radiation,SSR,(1.25,s6,SLC15A2
PAH,DBADE,(0.0313,s2,SLC15A2
Control,Media,Control,s1,SLC15A2
PAH,DBC,(1.5,s3,ILDR1
Nitro-PAH,2-Nitrofluorene,(40,s3,ILDR1
Alkylating Agent,DMH,(11.6,s1,ILDR1
Control,DMSO,Control,s2,ILDR1
Alkylating Agent,MMS,(100,s1,CD86
Other,Methyleugenol,(1.9,s2,CD86
Other,MX,(7,s2,CD86
DNA Damage Response Inhibitors,AZ20,(0.9375,s1,CNTN6
Other,Methyleugenol,(1.9,s3,CD86
Nitro-PAH,6-Nitrochrysene,(50,s1,CD86
PAH,DBA,(75,s2,CD86
Other,Glycidamide,(475,s6,CASR
Control,DMSO,Control,s2,CASR
PAH,BPDE,(0.125,s1,CASR
Alkylating Agent,DMS,(0.078,s1,CASR
Other,"1,4-Benzoquinone",(5,s1,CASR
PAH,5-Methylchrysene,(1.6,s1,CASR
Drug Therapy,Semustine,(700,s2,CASR
ROS/NOS,Potassium,bromate,s3,CSTA
Aldehydes,Acetaldehyde,(0.9,s1,CSTA
Drug Therapy,Temozolomide,(200,s2,CSTA
PAH,DBADE,(0.109,s6,CSTA
Nitro-PAH,1-Nitropyrene,(2.5,s1,TIMP4
PAH,DBADE,(0.0313,s1,CSTA
Aldehydes,Formaldehyde,(120,s3,CCDC58
Radiation,SSR,(1.25,s4,CCDC58
Nitrosamine,N-Nitrosopyrrolidine,(50,s3,CCDC58
PAH,BPDE,(0.125,s1,CCDC58
PAH,DBADE,(0.109,s1,FAM162A
Metal,Cobalt,(II),s5,KPNA1
Drug Therapy,Cisplatin,(3.125,s4,KPNA1
Drug Therapy,Cisplatin,(3.125,s4,KPNA1
Nitro-PAH,"1,8-DNP",(8,s3,KPNA1
Other,Furan,(100,s2,DTX3L
Aldehydes,Acetaldehyde,(0.9,s2,DTX3L
PAH,BaP,(2,s3,PARP15
PAH,BPDE,(0.125,s1,PARP15
Other,Acrolein,(5,s1,PARP15
Aromatic Amine,4-ABP,(300,s1,PARP15
Nitro-PAH,"1,8-DNP",(8,s3,PARP15
PAH,5-Methylchrysene,(1.6,s1,PARP14
DNA Damage Response Inhibitors,AZD7762,(1.625,s1,PARP14
Nitro-PAH,"1,8-DNP",(8,s2,PARP14
Radiation,SSR,(1.25,s4,PARP14
Radiation,SSR,(1.25,s6,PARP14
Drug Therapy,Ellipticine,(0.125,s1,HSPBAP1
PAH,BaP,(0.39,s3,HSPBAP1
Radiation,SSR,(1.25,s6,HSPBAP1
PAH,DBP,(0.0313,s1,HSPBAP1
Alkylating Agent,ENU,(400,s3,DIRC2
Aromatic Amine,"2,6-Dimethylaniline",(11,s2,DIRC2
PAH,BPDE,(0.125,s1,SEMA5B
Nitro-PAH,3-NBA,(0.025,s2,SEMA5B
Alkylating Agent,DMH,(11.6,s3,SEMA5B
Drug Therapy,Olaparib,(0.625,s3,SEMA5B
Drug Therapy,Temozolomide,(200,s2,SEMA5B
Alkylating Agent,DMH,(11.6,s1,SEMA5B
PAH,5-Methylchrysene,(1.6,s1,SEMA5B
Alkylating Agent,ENU,(400,s3,SEMA5B
PAH,5-Methylchrysene,(1.6,s2,SEMA5B
Drug Therapy,Camptothecin,(0.0063,s2,SEMA5B
Alkylating Agent,DMH,(11.6,s2,PDIA5
Nitro-PAH,6-Nitrochrysene,(50,s1,PDIA5
Alkylating Agent,DMH,(11.6,s2,PDIA5
Drug Therapy,Cisplatin,(12.5,s3,PDIA5
Nitro-PAH,6-Nitrochrysene,(50,s2,PDIA5
PAH,BPDE,(0.125,s3,PDIA5
Aromatic Amine,Benzidine,(200,s3,PDIA5
PAH,DBADE,(0.109,s5,PDIA5
Other,Furan,(100,s2,PDIA5
Aromatic Amine,2-Naphthylamine,(200,s5,SEC22A
Metal,Cadmium,chloride,s1,SEC22A
Radiation,SSR,(1.25,s6,ADCY5
Alkylating Agent,DMS,(0.078,s1,ADCY5
Other,Propylene,oxide,s3,ADCY5
Alkylating Agent,DES,(0.938,s2,ADCY5
Alkylating Agent,DES,(0.938,s2,ADCY5
Drug Therapy,Ellipticine,(0.625,s1,ADCY5
Metal,Lead,(II),s2,ADCY5
Nitro-PAH,2-Nitrofluorene,(40,s3,ADCY5
Aldehydes,Formaldehyde,(85.5,s1,ADCY5
Other,Acrylamide,(9.5,s1,PTPLB
Control,DMSO,Control,s3,PTPLB
Alkylating Agent,ENU,(400,s1,PTPLB
Alkylating Agent,ENU,(400,s4,PTPLB
Heterocyclic Amine,MeIQX,(300,s4,PTPLB
Aromatic Amine,Benzidine,(900,s3,PTPLB
Aldehydes,Formaldehyde,(85.5,s2,PPARG
Other,AAI,(1.25,s1,MYLK
Radiation,SSR,(1.25,s6,MYLK
Other,MX,(7,s4,MYLK
PAH,DBADE,(0.109,s1,MYLK
PAH,5-Methylchrysene,(1.6,s3,MYLK
Metal,Potassium,chromate,s6,MYLK
Alkylating Agent,DMH,(11.6,s1,MYLK
Aldehydes,Formaldehyde,(85.5,s3,PPARG
Aromatic Amine,4-ABP,(300,s1,MYLK
Metal,Sodium,(meta),s3,MYLK
Nitro-PAH,6-Nitrochrysene,(50,s1,MYLK
Alkylating Agent,MNNG,(0.75,s2,MYLK
PAH,BPDE,(0.125,s2,PPARG
Control,DMSO,Control,s2,MYLK
Other,Acrolein,(5,s2,MYLK
Nitro-PAH,6-Nitrochrysene,(0.78,s1,MYLK
Nitro-PAH,6-Nitrochrysene,(0.78,s1,MYLK
PAH,DBA,(75,s1,MYLK
Drug Therapy,Temozolomide,(200,s3,MYLK
Aldehydes,Acetaldehyde,(0.9,s1,MYLK
Nitro-PAH,6-Nitrochrysene,(50,s1,CNTN6
Control,DMSO,Control,s1,CNTN6
Drug Therapy,Carboplatin,(5,s1,MYLK
PAH,5-Methylchrysene,(1.6,s2,MYLK
Nitro-PAH,"1,8-DNP",(0.125,s1,PPARG
Other,AAI,(1.25,s1,CCDC14
Alkylating Agent,DES,(0.938,s3,CCDC14
PAH,BaP,(0.39,s3,CCDC14
Nitro-PAH,"1,8-DNP",(8,s1,CCDC14
Other,AAI,(1.25,s2,CNTN6
PAH,DBADE,(0.0313,s3,PPARG
Alkylating Agent,ENU,(400,s1,KALRN
PAH,BaP,(0.39,s2,KALRN
Nitro-PAH,6-Nitrochrysene,(50,s2,KALRN
Nitro-PAH,6-Nitrochrysene,(50,s2,KALRN
Other,MX,(7,s1,KALRN
Nitro-PAH,3-NBA,(0.1,s2,PPARG
Drug Therapy,Carboplatin,(5,s1,KALRN
Radiation,SSR,(1.25,s4,KALRN
Nitro-PAH,3-NBA,(0.1,s3,KALRN
Alkylating Agent,ENU,(400,s1,KALRN
PAH,DBADE,(0.0313,s3,KALRN
ROS/NOS,Potassium,bromate,s3,KALRN
Drug Therapy,Cisplatin,(12.5,s2,KALRN
Radiation,SSR,(1.25,s6,KALRN
PAH,BPDE,(0.125,s1,KALRN
Aromatic Amine,Benzidine,(200,s2,KALRN
Other,Sudan,I,s1,KALRN
PAH,BPDE,(0.125,s1,KALRN
Control,DMSO,Control,s6,KALRN
Control,DMSO,Control,s2,KALRN
Nitro-PAH,6-Nitrochrysene,(50,s1,KALRN
Aldehydes,Formaldehyde,(85.5,s2,KALRN
Radiation,SSR,(1.25,s5,KALRN
PAH,BaP,(0.39,s1,KALRN
Nitro-PAH,2-Nitrofluorene,(10,s2,KALRN
PAH,DBA,(75,s1,KALRN
Nitro-PAH,6-Nitrochrysene,(0.78,s1,KALRN
PAH,BPDE,(0.125,s2,KALRN
PAH,DBADE,(0.109,s1,KALRN
Nitro-PAH,1-Nitropyrene,(1.75,s1,KALRN
PAH,DBADE,(0.0313,s1,PPARG
PAH,DBADE,(0.109,s1,ITGB5
Drug Therapy,Cisplatin,(12.5,s2,ITGB5
PAH,DBADE,(0.109,s6,ITGB5
Alkylating Agent,DMH,(11.6,s2,ITGB5
Alkylating Agent,DMH,(11.6,s2,ITGB5
Radiation,SSR,(1.25,s4,ITGB5
Other,AAII,(37.5,s5,PPARG
Nitro-PAH,"1,8-DNP",(8,s2,ITGB5
Other,AAII,(37.5,s5,PPARG
PAH,DBADE,(0.109,s1,MUC13
Nitro-PAH,2-Nitrotoluene,(4.6,s2,MUC13
Alkylating Agent,ENU,(400,s3,MUC13
PAH,DBADE,(0.109,s1,PPARG
Aromatic Amine,Benzidine,(200,s2,PPARG
Other,Propylene,oxide,s1,HEG1
Drug Therapy,Cisplatin,(12.5,s3,SLC12A8
Aromatic Amine,"2,6-Dimethylaniline",(3.8,s1,SLC12A8
Alkylating Agent,DMH,(11.6,s2,SLC12A8
Radiation,SSR,(1.25,s5,SLC12A8
PAH,BaP,(2,s3,SLC12A8
Drug Therapy,Ellipticine,(0.625,s1,ZNF148
Alkylating Agent,DMH,(9,s3,ZNF148
Alkylating Agent,MNNG,(0.75,s2,ZNF148
Nitro-PAH,6-Nitrochrysene,(50,s1,ZNF148
Alkylating Agent,ENU,(400,s4,ZNF148
Heterocyclic Amine,PhIP,(3,s3,ZNF148
Other,Propylene,oxide,s3,RNU6-232P
Alkylating Agent,DES,(0.938,s2,SNX4
Radiation,SSR,(1.25,s4,OSBPL11
Nitro-PAH,"1,8-DNP",(8,s1,OSBPL11
ROS/NOS,Potassium,bromate,s5,RP11-379B18.6
PAH,DBADE,(0.0313,s2,RP11-379B18.6
Aromatic Amine,o-Anisidine,(6,s2,RP11-379B18.5
Aromatic Amine,2-Naphthylamine,(200,s1,RP11-379B18.5
Drug Therapy,Temozolomide,(200,s2,RP11-379B18.5
Alkylating Agent,ENU,(400,s3,RP11-379B18.5
PAH,DBADE,(0.109,s5,RP11-666A20.4
Nitro-PAH,6-Nitrochrysene,(0.78,s2,ROPN1B
PAH,BPDE,(0.125,s1,ROPN1B
Aromatic Amine,"2,6-Dimethylaniline",(11,s1,ROPN1B
Other,Methyleugenol,(1.25,s1,ROPN1B
Alkylating Agent,DMS,(0.078,s2,SLC41A3
PAH,DBC,(1.5,s2,SLC41A3
Nitro-PAH,6-Nitrochrysene,(0.78,s2,SLC41A3
Drug Therapy,Ellipticine,(0.375,s1,SLC41A3
Nitro-PAH,"1,8-DNP",(8,s2,SLC41A3
Alkylating Agent,DMH,(11.6,s1,SLC41A3
Alkylating Agent,ENU,(400,s3,ALDH1L1
Nitro-PAH,2-Nitrofluorene,(10,s2,ALDH1L1
PAH,BPDE,(0.125,s1,ALDH1L1
PAH,BPDE,(0.125,s1,ALDH1L1
Metal,Cobalt,(II),s1,ALDH1L1
Drug Therapy,Ellipticine,(0.375,s3,ALDH1L1
Metal,Lead,(II),s1,ALDH1L1
Other,"1,4-Benzoquinone",(5,s1,ALDH1L1
Drug Therapy,Melphalan,(1.5,s1,ALDH1L1
PAH,DBADE,(0.109,s5,ALDH1L1
Radiation,SSR,(1.25,s6,ALDH1L1
Nitro-PAH,6-Nitrochrysene,(0.78,s5,RP11-71E19.1
Nitro-PAH,3-NBA,(0.025,s3,RP11-71E19.1
Nitro-PAH,6-Nitrochrysene,(0.78,s2,RP11-71E19.1
PAH,5-Methylchrysene,(1.6,s2,KLF15
Aldehydes,Formaldehyde,(120,s3,CCDC37
PAH,BPDE,(0.125,s3,MKRN2
Other,Methyleugenol,(1.9,s3,ZXDC
Alkylating Agent,DES,(0.938,s3,MKRN2
PAH,BaP,(2,s2,UROC1
Drug Therapy,Cisplatin,(12.5,s2,CHST13
Radiation,SSR,(1.25,s6,CHST13
Other,Acrolein,(5,s2,C3orf22
Nitro-PAH,1-Nitropyrene,(1.75,s2,TXNRD3NB
Other,AAI,(1.25,s1,TXNRD3NB
PAH,DBA,(75,s3,CHCHD6
PAH,DBADE,(0.109,s1,CHCHD6
PAH,DBADE,(0.109,s1,CHCHD6
Nitro-PAH,6-Nitrochrysene,(50,s2,CHCHD6
PAH,BPDE,(0.125,s3,CHCHD6
PAH,DBA,(75,s1,CHCHD6
Drug Therapy,Semustine,(700,s1,CHCHD6
PAH,DBADE,(0.109,s5,CHCHD6
PAH,5-Methylchrysene,(1.6,s2,CHCHD6
PAH,BaP,(2,s1,CHCHD6
PAH,DBP,(0.0039,s1,CHCHD6
Alkylating Agent,DES,(0.938,s2,CHCHD6
Nitro-PAH,3-NBA,(0.1,s2,CHCHD6
Control,Media,Control,s3,PLXNA1
Nitro-PAH,6-Nitrochrysene,(50,s2,PLXNA1
Aromatic Amine,MOCA,(37.5,s1,CNTN6
Alkylating Agent,DMH,(9,s1,C3orf56
ROS/NOS,Potassium,bromate,s4,C3orf56
Alkylating Agent,ENU,(400,s3,RNU6-1047P
PAH,BPDE,(0.125,s1,RAF1
Heterocyclic Amine,PhIP,(4,s3,RAF1
Other,Acrylamide,(9.5,s2,RP11-88I21.2
PAH,DBPDE,(0.000156,s3,RP11-88I21.2
Control,Media,Control,s2,RP11-88I21.2
Aromatic Amine,MOCA,(5,s1,RP11-88I21.2
Control,DMSO,Control,s1,RP11-88I21.2
PAH,BaP,(0.39,s3,RP11-88I21.2
Control,Media,Control,s3,RP11-88I21.2
PAH,BaP,(0.39,s3,RP11-88I21.2
Drug Therapy,Ellipticine,(0.125,s1,RP11-59J16.1
Other,Glycidamide,(475,s2,TPRA1
Control,MeOH,Control,s2,TPRA1
PAH,DBADE,(0.109,s6,PODXL2
PAH,DBADE,(0.0313,s3,PODXL2
Other,Glycidamide,(475,s2,PODXL2
Nitro-PAH,6-Nitrochrysene,(12.5,s2,PODXL2
Alkylating Agent,DMH,(11.6,s3,PODXL2
PAH,DBADE,(0.0313,s1,ABTB1
Alkylating Agent,ENU,(400,s1,ABTB1
Aromatic Amine,2-Naphthylamine,(400,s2,MGLL
Control,DMSO,Control,s3,MGLL
Drug Therapy,Semustine,(150,s3,MGLL
Heterocyclic Amine,MeAaC,(70,s2,MGLL
Other,MX,(7,s2,MGLL
PAH,DBADE,(0.0313,s1,MGLL
Aromatic Amine,2-Naphthylamine,(200,s5,MGLL
Other,Glycidamide,(475,s2,MGLL
Aromatic Amine,Benzidine,(200,s1,KBTBD12
Other,AAI,(1.25,s2,KBTBD12
Other,Methyleugenol,(1.25,s3,KBTBD12
Nitro-PAH,"1,8-DNP",(0.125,s1,KBTBD12
PAH,DBA,(75,s1,KBTBD12
Alkylating Agent,DMH,(11.6,s1,TMEM40
PAH,DBPDE,(0.000625,s1,TMEM40
PAH,DBADE,(0.0313,s3,EEFSEC
Drug Therapy,Temozolomide,(200,s2,EEFSEC
PAH,DBADE,(0.109,s1,EEFSEC
PAH,DBADE,(0.0313,s3,EEFSEC
PAH,5-Methylchrysene,(1.6,s1,EEFSEC
Radiation,Gamma,irradiation,s2,EEFSEC
Control,H2O,Control,s2,EEFSEC
Alkylating Agent,DMH,(11.6,s2,EEFSEC
PAH,5-Methylchrysene,(1.6,s2,EEFSEC
Aromatic Amine,Benzidine,(200,s3,EEFSEC
Radiation,SSR,(1.25,s4,EEFSEC
Drug Therapy,Cisplatin,(12.5,s1,EEFSEC
PAH,DBADE,(0.109,s1,EEFSEC
Other,Furan,(100,s2,EEFSEC
Nitro-PAH,6-Nitrochrysene,(12.5,s2,GATA2
Radiation,SSR,(1.25,s4,GATA2
Alkylating Agent,DMS,(0.078,s2,RPN1
PAH,DBC,(1.5,s3,RPN1
Other,Methyleugenol,(1.9,s2,RPN1
Nitro-PAH,"1,8-DNP",(8,s1,RAB7A
Radiation,SSR,(1.25,s4,RAB7A
PAH,DBADE,(0.109,s1,RAB7A
Nitro-PAH,"1,8-DNP",(8,s3,RAB7A
Alkylating Agent,DMS,(0.078,s2,CAND2
Drug Therapy,Ellipticine,(0.375,s1,RAB7A
Radiation,SSR,(1.25,s4,RAB7A
Other,OTA,(0.08,s2,RP11-723O4.9
PAH,DBADE,(0.109,s5,CAND2
Drug Therapy,Cisplatin,(12.5,s2,ACAD9
Drug Therapy,Cisplatin,(12.5,s2,ACAD9
PAH,BaP,(0.39,s3,ACAD9
Aromatic Amine,Benzidine,(200,s2,ACAD9
Other,OTA,(0.08,s2,RP11-723O4.6
Nitro-PAH,3-NBA,(0.025,s3,RP11-723O4.6
Other,Furan,(100,s2,RP11-723O4.6
PAH,BPDE,(0.125,s2,RP11-723O4.6
Other,AFB1,(0.25,s1,RP11-723O4.6
Control,H2O,Control,s1,CAND2
Nitro-PAH,6-Nitrochrysene,(0.78,s1,KIAA1257
Radiation,Gamma,irradiation,s1,EFCC1
Alkylating Agent,ENU,(400,s3,EFCC1
Nitro-PAH,6-Nitrochrysene,(50,s2,EFCC1
PAH,BPDE,(0.125,s2,EFCC1
PAH,BPDE,(0.125,s3,GP9
Alkylating Agent,DMH,(11.6,s2,ISY1-RAB43
PAH,DBA,(75,s1,ISY1-RAB43
PAH,DBADE,(0.109,s1,ISY1-RAB43
PAH,BPDE,(0.125,s3,ISY1-RAB43
PAH,DBADE,(0.109,s5,ISY1-RAB43
ROS/NOS,Potassium,bromate,s1,CNTN6
PAH,5-Methylchrysene,(1.6,s3,COPG1
Control,DMSO,Control,s1,COPG1
PAH,DBPDE,(0.000625,s1,COPG1
Nitro-PAH,6-Nitrochrysene,(50,s2,COPG1
Radiation,SSR,(1.25,s4,COPG1
Nitro-PAH,"1,8-DNP",(0.125,s1,HMCES
PAH,BPDE,(0.125,s2,HMCES
Nitrosamine,N-Nitrosopyrrolidine,(50,s1,HMCES
Other,Furan,(100,s1,H1FX
Nitro-PAH,6-Nitrochrysene,(50,s1,SNORA7B
Drug Therapy,Carboplatin,(5,s3,EFCAB12
Drug Therapy,Mitomycin,C,s2,EFCAB12
Other,Propylene,oxide,s2,EFCAB12
Alkylating Agent,DMH,(11.6,s2,MBD4
Nitro-PAH,"1,8-DNP",(8,s1,IFT122
Aldehydes,Acetaldehyde,(12,s3,RP11-767C1.1
PAH,DBADE,(0.0313,s3,IFT122
Radiation,SSR,(1.25,s4,IFT122
Nitro-PAH,"1,8-DNP",(0.125,s2,IFT122
Nitro-PAH,3-NBA,(0.025,s3,IFT122
Radiation,Gamma,irradiation,s2,IFT122
Alkylating Agent,ENU,(400,s4,RP11-767C1.1
PAH,BPDE,(0.125,s3,PLXND1
PAH,BPDE,(0.125,s3,PLXND1
PAH,5-Methylchrysene,(1.6,s3,PLXND1
Alkylating Agent,MMS,(100,s1,TMCC1
Nitro-PAH,"1,8-DNP",(8,s3,TMCC1
PAH,DBP,(0.0313,s3,TMCC1
Nitro-PAH,6-Nitrochrysene,(50,s2,TMCC1
Other,OTA,(0.08,s2,IQSEC1
Heterocyclic Amine,PhIP,(4,s3,TMCC1
PAH,DBP,(0.0313,s1,TMCC1
Drug Therapy,Cisplatin,(12.5,s3,TMCC1
Alkylating Agent,DMH,(11.6,s3,TMCC1
PAH,DBADE,(0.109,s6,TMCC1
PAH,BPDE,(0.125,s3,TMCC1
PAH,DBPDE,(0.000625,s3,TMCC1
PAH,5-Methylchrysene,(1.6,s1,IQSEC1
PAH,DBA,(75,s3,RP11-93K22.13
Aldehydes,Formaldehyde,(120,s3,RP11-77P16.4
Alkylating Agent,ENU,(400,s4,RP11-77P16.4
Radiation,SSR,(1.25,s4,IQSEC1
Drug Therapy,Mitomycin,C,s3,COL6A5
Alkylating Agent,DMH,(11.6,s2,COL6A5
Control,MeOH,Control,s2,COL6A5
Heterocyclic Amine,PhIP,(4,s3,COL6A5
Nitro-PAH,"1,8-DNP",(0.125,s3,COL6A5
Control,DMSO,Control,s1,COL6A5
Alkylating Agent,DMH,(11.6,s2,COL6A5
ROS/NOS,Potassium,bromate,s3,COL6A5
PAH,DBAC,(5,s3,COL6A5
Drug Therapy,Etoposide,(0.0188,s1,COL6A6
PAH,DBPDE,(0.000156,s2,COL6A6
Nitro-PAH,6-Nitrochrysene,(50,s1,COL6A6
PAH,5-Methylchrysene,(1.6,s3,COL6A6
Alkylating Agent,ENU,(400,s3,COL6A6
PAH,BPDE,(0.125,s1,COL6A6
Other,"1,4-Benzoquinone",(5,s1,COL6A6
PAH,5-Methylchrysene,(1.6,s3,COL6A6
Drug Therapy,Melphalan,(1.5,s3,COL6A6
Aldehydes,Formaldehyde,(120,s2,COL6A6
Heterocyclic Amine,MeIQX,(300,s1,COL6A6
PAH,BPDE,(0.125,s3,IQSEC1
Control,DMSO,Control,s1,COL6A6
Other,AFB1,(0.25,s1,COL6A6
PAH,DBA,(75,s3,PIK3R4
Nitro-PAH,6-Nitrochrysene,(0.78,s1,PIK3R4
Alkylating Agent,DMH,(11.6,s1,PIK3R4
PAH,5-Methylchrysene,(1.6,s3,IQSEC1
Nitro-PAH,6-Nitrochrysene,(0.78,s1,IQSEC1
Alkylating Agent,ENU,(400,s4,IQSEC1
PAH,BPDE,(0.125,s3,IQSEC1
Drug Therapy,Temozolomide,(200,s2,ATP2C1
Aromatic Amine,"2,6-Dimethylaniline",(3.8,s1,IQSEC1
PAH,BPDE,(0.125,s3,ATP2C1
Other,AAII,(37.5,s6,ATP2C1
Nitro-PAH,6-Nitrochrysene,(50,s2,ATP2C1
Drug Therapy,Cisplatin,(12.5,s3,ATP2C1
Aromatic Amine,"2,6-Dimethylaniline",(3.8,s2,IQSEC1
Drug Therapy,Semustine,(150,s1,ATP2C1
PAH,DBADE,(0.0313,s3,ATP2C1
PAH,DBADE,(0.109,s5,NEK11
Alkylating Agent,ENU,(400,s4,NEK11
Nitro-PAH,"1,8-DNP",(0.125,s1,IQSEC1
Nitro-PAH,"1,8-DNP",(8,s3,NEK11
Alkylating Agent,DMH,(11.6,s2,NEK11
Drug Therapy,Semustine,(150,s2,NEK11
Nitro-PAH,"1,8-DNP",(8,s1,CNTN6
Heterocyclic Amine,PhIP,(3,s4,NEK11
Alkylating Agent,ENU,(400,s3,NEK11
PAH,BPDE,(0.125,s2,NEK11
Nitro-PAH,6-Nitrochrysene,(0.78,s2,NEK11
Nitro-PAH,6-Nitrochrysene,(50,s2,NEK11
Other,"1,4-Benzoquinone",(5,s1,IQSEC1
Nitro-PAH,6-Nitrochrysene,(0.78,s5,NEK11
Other,Propylene,oxide,s1,NEK11
Other,Glycidamide,(475,s2,NEK11
PAH,DBADE,(0.109,s5,NEK11
PAH,DBADE,(0.109,s1,NEK11
Drug Therapy,Semustine,(150,s2,NEK11
Other,AAI,(1.25,s2,NEK11
PAH,BaP,(0.39,s1,IQSEC1
PAH,DBA,(75,s2,NEK11
PAH,BaP,(2,s1,NEK11
